tag,region,model,horizon,mae_mean,mae_std
P,Mudon,RF,10,1.6935519504503673,1.1112394124701797
P,Mudon,RF,14,2.0011113388063997,1.4577042031109444
P,Mudon,RF,18,2.302752315529364,1.716830011446709
P,Mudon,RF,22,2.5816997493783593,1.9854369699202958
P,Mudon,RF,26,2.6919552022326085,2.3273360674741435
P,Mudon,RF,30,2.835753603334821,2.522873309569263
P,Mudon,RF,34,3.1602798391052556,2.73445159056288
P,Palm Jumeirah,RF,2,3.350037948948414,2.065611330291215
P,Palm Jumeirah,RF,6,5.563817156226922,2.8463644802806902
P,Palm Jumeirah,RF,10,5.800836568518784,3.591496072333809
P,Palm Jumeirah,RF,14,5.973033858007272,3.330347990556987
P,Palm Jumeirah,RF,18,6.509076337431655,3.055766089589015
P,Palm Jumeirah,RF,22,6.358317998254289,3.141975310851732
P,Palm Jumeirah,RF,26,6.770352038828856,2.9893307416656394
P,Palm Jumeirah,RF,30,6.5471374601084475,3.2957084784319988
P,Palm Jumeirah,RF,34,6.76783703218062,3.2641758823382787
P,Silicon Oasis,RF,2,0.7353066796531487,0.5382605875213728
P,Silicon Oasis,RF,6,0.9625945843035462,0.8002916021559817
P,Silicon Oasis,RF,10,1.119339087697458,0.8643990554030095
P,Silicon Oasis,RF,14,1.2027733815144621,0.8836240297094362
P,Silicon Oasis,RF,18,1.295205687432888,0.9544115892987696
P,Silicon Oasis,RF,22,1.3814488654557557,0.949689505255352
P,Silicon Oasis,RF,26,1.4068737863398755,1.0883820041184742
P,Silicon Oasis,RF,30,1.3056707143898465,1.1944125999342332
P,Silicon Oasis,RF,34,1.4224684325471066,1.2294024948466122
P,The Greens,RF,2,1.2762464800990276,1.1299474695351126
P,The Greens,RF,6,1.6064535427751543,1.5021285589268147
P,The Greens,RF,10,1.8305014874615027,1.8770487353750611
P,The Greens,RF,14,2.010304654055229,2.2829410949272373
P,The Greens,RF,18,2.3703783008558856,2.712801125870618
P,The Greens,RF,22,2.630458318670556,3.028670984263283
P,The Greens,RF,26,2.832092498482395,3.394946678769936
P,The Greens,RF,30,2.967582448236789,3.7637817962781708
P,The Greens,RF,34,3.5763931805578144,4.262890922539886
PC,Business Bay,RF,2,3.8852291912960917,1.6360238724206435
PC,Business Bay,RF,6,5.313054207215127,2.3041570741521973
PC,Business Bay,RF,10,5.7704953617808545,2.058347520808756
PC,Business Bay,RF,14,6.2732946777308465,3.0823139183545836
PC,Business Bay,RF,18,6.737320552521571,3.204363139481681
PC,Business Bay,RF,22,6.155668384652582,2.7740150524089713
PC,Business Bay,RF,26,6.08610187061109,2.1760096881779107
PC,Business Bay,RF,30,5.225664025989052,2.8251868182346627
PC,Business Bay,RF,34,5.376303549983656,2.480245145842184
PC,DAMAC HILLS 2,RF,2,0.48895204945066706,0.4692516449792298
PC,DAMAC HILLS 2,RF,6,0.5924547645891216,0.5442316157329261
PC,DAMAC HILLS 2,RF,10,0.8627607590672428,0.7634450946772949
PC,DAMAC HILLS 2,RF,14,0.9623402428751211,0.8289247999942101
PC,DAMAC HILLS 2,RF,18,1.077883627579006,0.6646608467524396
PC,DAMAC HILLS 2,RF,22,1.2459931620499098,0.7346941594791873
PC,DAMAC HILLS 2,RF,26,1.5737305248686368,0.9625690727514145
PC,DAMAC HILLS 2,RF,30,1.4019196806642809,0.7016430869472385
PC,DAMAC HILLS 2,RF,34,1.1780329374183953,0.5684949521983322
PC,DAMAC HILLS,RF,2,2.525908650680689,1.096453900145536
