system:index,ndbi,region,week_start,.geo
0,,geometry,2015-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,,geometry,2015-04-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,,geometry,2015-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,,geometry,2015-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,,geometry,2015-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,,geometry,2015-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,,geometry,2015-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,,geometry,2015-05-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,,geometry,2015-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,,geometry,2015-06-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,,geometry,2015-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,,geometry,2015-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,,geometry,2015-06-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,,geometry,2015-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,,geometry,2015-07-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,,geometry,2015-07-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,,geometry,2015-07-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,,geometry,2015-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,,geometry,2015-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,,geometry,2015-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,,geometry,2015-08-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,,geometry,2015-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,,geometry,2015-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,,geometry,2015-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,,geometry,2015-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,,geometry,2015-09-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,,geometry,2015-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,,geometry,2015-10-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,,geometry,2015-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,,geometry,2015-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,,geometry,2015-10-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,,geometry,2015-11-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,,geometry,2015-11-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
